"genus","species","english_common_name","aou","binomial","SpecID","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","Scientific","migclass","Foraging","Coarse.trophic","Trophic.guild"
"Phylloscopus","borealis","Arctic Warbler",7470,"Phylloscopus borealis",10958,"Passeriformes","Passeriformes","Sylviidae","Old World warblers",161,"BL3","Arctic Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,50,0,50,0,0,"Ref_11",1,"Jessica",0,10.89,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: lower canopy foliage gleaner"
"Chamaea","fasciata","Wrentit",7420,"Chamaea fasciata",11374,"Passeriformes","Passeriformes","Timaliidae","Babblers and parrotbills",163,"BL3","Wrentit",50,0,0,0,0,0,30,0,20,0,"Omnivore","Ref_12","A","Jennifer",0,0,0,80,20,0,0,0,"Ref_11",1,"Jessica",0,14.73,"Dunning08",1,"","",NA,"resid","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Luscinia","svecica","Bluethroat",7640,"Luscinia svecica",9216,"Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",167,"BL3","Bluethroat",60,0,10,0,0,0,20,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,50,50,0,0,0,0,"Ref_11",1,"Jessica",0,17.23,"Dunning08",1,"","",NA,NA,NA,NA,NA
"Oenanthe","oenanthe","Northern Wheatear",7650,"Oenanthe oenanthe",9353,"Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",167,"BL3","Northern Wheatear",70,0,0,0,0,0,20,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_11",1,"Jessica",0,25.39,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Sialia","sialis","Eastern Bluebird",7660,"Sialia sialis",8871,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Eastern Bluebird",70,0,0,0,0,0,30,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,27.5,"Dunning08",1,"","",NA,"short","hawks","insectivore","Insectivore: ground gleaner"
"Sialia","mexicana","Western Bluebird",7670,"Sialia mexicana",8872,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Western Bluebird",70,0,0,0,0,0,20,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,26.44,"Dunning08",1,"","",NA,"short","hawks","insectivore","Insectivore: air hawker under canopy"
"Sialia","currucoides","Mountain Bluebird",7680,"Sialia currucoides",8873,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Mountain Bluebird",60,0,0,0,0,0,30,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,29.6,"Dunning08",1,"","",NA,"short","swoops","insectivore","Insectivore: air hawker under canopy"
"Myadestes","townsendi","Townsend's Solitaire",7540,"Myadestes townsendi",8880,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Townsend's Solitaire",50,0,0,0,0,0,20,0,20,10,"Omnivore","Ref_10","A","Carolina",0,0,0,0,60,20,20,0,"Ref_10",1,"Jessica",0,33.2,"Dunning08",1,"","",NA,"short","hawks","insectivore","Insectivore: air hawker under canopy"
"Catharus","fuscescens","Veery",7560,"Catharus fuscescens",8902,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Veery",50,0,0,0,0,0,40,0,10,0,"Omnivore","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,31.9,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Catharus","minimus","Gray-cheeked Thrush",7570,"Catharus minimus",8903,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Grey-cheeked Thrush",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,80,0,10,10,0,0,"Ref_10",1,"Jessica",0,31.58,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Catharus","bicknelli","Bicknell's Thrush",7571,"Catharus bicknelli",8904,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Bicknell's Thrush",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,80,20,0,0,0,0,"Ref_10",1,"Jessica",0,27.79,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore",NA
"Catharus","ustulatus","Swainson's Thrush",7580,"Catharus ustulatus",8906,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Swainson's Thrush",60,0,0,0,0,0,40,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,50,50,0,0,0,0,"Ref_10",1,"Jessica",0,30.3,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Catharus","guttatus","Hermit Thrush",7590,"Catharus guttatus",8909,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Hermit Thrush",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,50,50,0,0,0,0,"Ref_10",1,"Jessica",0,30.1,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: ground gleaner"
"Hylocichla","mustelina","Wood Thrush",7550,"Hylocichla mustelina",8910,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Wood Thrush",60,0,0,0,0,0,40,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,80,20,0,0,0,0,"Ref_10",1,"Jessica",0,50.09,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Turdus","migratorius","American Robin",7610,"Turdus migratorius",9007,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","American Robin",50,0,0,0,0,0,50,0,0,0,"Omnivore","Ref_10","A","Carolina",0,0,20,40,40,0,0,0,"Ref_10",1,"Jessica",0,78.5,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Insectivore: ground gleaner"
"Dumetella","carolinensis","Gray Catbird",7040,"Dumetella carolinensis",9557,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Grey Catbird",60,0,0,0,0,0,40,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,0,80,20,0,0,0,"Ref_10",1,"Jessica",0,35.3,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Insectivore: ground gleaner"
"Toxostoma","curvirostre","Curve-billed Thrasher",7070,"Toxostoma curvirostre",9588,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Curve-billed Thrasher",50,0,0,0,0,0,30,0,20,0,"Omnivore","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,80.54,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: ground gleaner"
"Toxostoma","rufum","Brown Thrasher",7050,"Toxostoma rufum",9583,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Brown Thrasher",50,0,0,0,0,0,30,0,20,0,"Omnivore","Ref_10","A","Carolina",0,0,80,20,0,0,0,0,"Ref_10",1,"Jessica",0,68.8,"Dunning08",1,"","",NA,"short","ground glean","omnivore","Insectivore: ground gleaner"
"Toxostoma","longirostre","Long-billed Thrasher",7060,"Toxostoma longirostre",9584,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Long-billed Thrasher",70,0,0,0,0,0,30,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,80,20,0,0,0,0,"Ref_10",1,"Jessica",0,67.6,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: ground gleaner"
"Toxostoma","bendirei","Bendire's Thrasher",7080,"Toxostoma bendirei",9586,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Bendire's Thrasher",50,0,0,0,0,0,30,0,20,0,"Omnivore","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,62.19,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: ground gleaner"
"Toxostoma","redivivum","California Thrasher",7100,"Toxostoma redivivum",9592,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","California Thrasher",50,0,0,0,0,0,50,0,0,0,"Omnivore","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,84.4,"Dunning08",1,"","",NA,"resid","ground glean","insectivore","Insectivore: ground gleaner"
"Toxostoma","lecontei","Le Conte's Thrasher",7110,"Toxostoma lecontei",9590,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Le Conte's Thrasher",90,0,0,0,0,0,0,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,61.9,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: ground gleaner"
"Toxostoma","crissale","Crissal Thrasher",7120,"Toxostoma crissale",9593,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Crissal Thrasher",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,50,50,0,0,0,0,"Ref_10",1,"Jessica",0,62.7,"Dunning08",1,"","",NA,"resid","ground glean","insectivore","Insectivore: ground gleaner"
"Oreoscoptes","montanus","Sage Thrasher",7020,"Oreoscoptes montanus",9579,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Sage Thrasher",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,100,0,0,0,0,0,"Ref_10",1,"Jessica",0,44.2,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: ground gleaner"
"Mimus","gundlachii","Bahama Mockingbird",7031,"Mimus gundlachii",9566,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Bahama Mockingbird",30,0,20,0,0,0,30,20,0,0,"Omnivore","Ref_10","A","Carolina",0,0,60,20,20,0,0,0,"Ref_10",1,"Jessica",0,66.8,"Dunning08",1,"","",NA,NA,NA,NA,NA
"Mimus","polyglottos","Northern Mockingbird",7030,"Mimus polyglottos",9564,"Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Northern Mockingbird",50,0,0,0,0,0,50,0,0,0,"Omnivore","Ref_10","A","Carolina",0,0,70,30,0,0,0,0,"Ref_10",1,"Other",0,48.5,"Dunning08",1,"","",NA,"resid","ground glean","insectivore","Insectivore: ground gleaner"
"Sturnus","vulgaris","European Starling",4930,"Sturnus vulgaris",9510,"Passeriformes","Passeriformes","Sturnidae","Starlings",177,"BL3","Common Starling",20,0,10,0,0,10,30,10,20,0,"Omnivore","Ref_14","A","Carolina",0,0,80,20,0,0,0,0,"Ref_36",1,"Jessica",0,77.14,"Dunning08",1,"","",NA,"short","ground glean","insectivore",NA
"Acridotheres","tristis","Common Myna",4932,"Acridotheres tristis",9523,"Passeriformes","Passeriformes","Sturnidae","Starlings",177,"BL3","Common Myna",40,10,10,10,0,0,10,10,10,0,"Omnivore","Ref_14","A","Carolina",0,0,70,20,10,0,0,0,"Ref_36",1,"Other",0,116.43,"Dunning08",1,"","",NA,NA,NA,NA,NA
"Bombycilla","garrulus","Bohemian Waxwing",6180,"Bombycilla garrulus",8766,"Passeriformes","Passeriformes","Bombycillidae","Waxwings",152,"BL3","Bohemian Waxwing",30,0,0,0,0,0,50,0,0,20,"Omnivore","Ref_10","A","Carolina",0,0,0,40,40,0,20,0,"Ref_10",1,"Jessica",0,54.41,"Dunning08",1,"","",NA,"short","foliage glean","insct/om","Frugivore: upper-canopy gleaner"
"Bombycilla","cedrorum","Cedar Waxwing",6190,"Bombycilla cedrorum",8768,"Passeriformes","Passeriformes","Bombycillidae","Waxwings",152,"BL3","Cedar Waxwing",20,0,0,0,0,0,70,0,0,10,"FruiNect","Ref_10","A","Carolina",0,0,0,40,40,0,20,0,"Ref_10",1,"Jessica",0,31.58,"Dunning08",1,"","",NA,"short","foliage glean","insct/om","Frugivore: upper-canopy gleaner"
"Phainopepla","nitens","Phainopepla",6200,"Phainopepla nitens",8762,"Passeriformes","Passeriformes","Bombycillidae","Waxwings",152,"BL3","Phainopepla",40,0,0,0,0,0,60,0,0,0,"FruiNect","Ref_10","A","Carolina",0,0,0,40,40,0,20,0,"Ref_10",1,"Jessica",0,22.1,"Dunning08",1,"","",NA,"neotrop","foliage glean","frugivore","Insectivore: air hawker under canopy"
"Peucedramus","taeniatus","Olive Warbler",6510,"Peucedramus taeniatus",12242,"Passeriformes","Passeriformes","Peucedramidae","Olive Warbler",187,"BL3","Olive Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,100,0,0,0,0,"Ref_29",1,"Jessica",0,11,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: lower canopy foliage gleaner"
"Euplectes","franciscanus","Northern Red Bishop",19500,"Euplectes franciscanus",12032,"Passeriformes","Passeriformes","Ploceidae","Weavers and allies",184,"BL3","Orange Bishop",20,0,0,0,0,0,0,0,80,0,"PlantSeed","Ref_15","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_47",1,"Christian",0,16,"Dunning08",1,"","",NA,NA,NA,NA,NA
"Passer","domesticus","House Sparrow",6882,"Passer domesticus",11753,"Passeriformes","Passeriformes","Passeridae","Sparrows, snowfinches and allies",183,"BL3","House Sparrow",10,0,0,0,0,0,0,0,60,30,"PlantSeed","Ref_14","A","Carolina",0,0,50,50,0,0,0,0,"Ref_27",1,"Jessica",0,26.51,"Dunning08",1,"","",NA,"resid","ground glean","insct/om",NA
"Passer","montanus","Eurasian Tree Sparrow",6883,"Passer montanus",11778,"Passeriformes","Passeriformes","Passeridae","Sparrows, snowfinches and allies",183,"BL3","Eurasian Tree Sparrow",40,0,0,0,0,0,0,0,60,0,"PlantSeed","Ref_14","A","Carolina",0,0,33,33,33,0,0,0,"Ref_27",1,"Jessica",0,21.39,"Dunning08",1,"","",NA,"resid","ground glean","insct/om",NA
"Motacilla","alba","White Wagtail",6940,"Motacilla alba",11802,"Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",170,"BL3","White Wagtail",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,100,0,0,0,0,0,"Ref_43",1,"Jessica",0,23.93,"Dunning08",1,"","",NA,NA,NA,NA,NA
"Anthus","cervinus","Red-throated Pipit",6990,"Anthus cervinus",11880,"Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",170,"BL3","Red-throated Pipit",90,0,0,0,0,0,0,0,10,0,"Invertebrate","Ref_9","A","Carolina",0,0,80,20,0,0,0,0,"Ref_31",1,"Christian",0,20.9,"Dunning08",1,"","",NA,NA,NA,NA,"Insectivore: ground gleaner"
"Anthus","rubescens","American Pipit",6970,"Anthus rubescens",11885,"Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",170,"BL3","American Pipit",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_9","A","Carolina",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,20.68,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Anthus","spragueii","Sprague's Pipit",7000,"Anthus spragueii",11891,"Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",170,"BL3","Sprague's Pipit",80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_9","A","Carolina",0,0,70,30,0,0,0,0,"Ref_31",1,"Christian",0,25.5,"Dunning08",1,"","",NA,"short","ground glean","insectivore","Insectivore: ground gleaner"
"Leucosticte","tephrocotis","Gray-crowned Rosy-Finch",5240,"Leucosticte tephrocotis",12355,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3","Gray-crowned Rosy-finch",20,0,0,0,0,0,0,0,40,40,"PlantSeed","Ref_15","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_27",1,"Jessica",0,37.8,"Dunning08",1,"","",NA,"short","ground glean","granivore","Granivore: ground to undergrowth gleaner"
"Leucosticte","atrata","Black Rosy-Finch",5250,"Leucosticte atrata",12356,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3","Black Rosy-finch",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_15","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_27",1,"Jessica",0,25.24,"Dunning08",1,"","",NA,NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Leucosticte","australis","Brown-capped Rosy-Finch",5260,"Leucosticte australis",12357,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3","Brown-capped Rosy-finch",20,0,0,0,0,0,0,0,80,0,"PlantSeed","Ref_15","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_27",1,"Jessica",0,26.6,"Dunning08",1,"","",NA,NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Pinicola","enucleator","Pine Grosbeak",5150,"Pinicola enucleator",12387,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3","Pine Grosbeak",20,0,0,0,0,0,20,0,30,30,"PlantSeed","Ref_15","A","Jennifer",0,0,0,0,80,20,0,0,"Ref_27",1,"Jessica",0,56.4,"Dunning08",1,"","",NA,"short","foliage glean","granivore","Granivore: ground to undergrowth gleaner"
"Loxia","curvirostra","Red Crossbill",5210,"Loxia curvirostra",12392,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3","Red Crossbill",20,0,0,0,0,0,0,0,30,50,"PlantSeed","Ref_15","A","Jennifer",0,0,0,0,80,20,0,0,"Ref_27",1,"Jessica",0,38.29,"Dunning08",1,"","",NA,"short","foliage glean","granivore","Granivore: lower to upper canopy gleaner"
"Loxia","leucoptera","White-winged Crossbill",5220,"Loxia leucoptera",12397,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3","White-winged Crossbill",20,0,0,0,0,0,20,0,30,30,"PlantSeed","Ref_15","A","Jennifer",0,0,0,40,60,0,0,0,"Ref_27",1,"Jessica",0,28.69,"Dunning08",1,"","",NA,"short","foliage glean","granivore","Granivore: lower to upper canopy gleaner"
"Coccothraustes","vespertinus","Evening Grosbeak",5140,"Coccothraustes vespertinus",12417,"Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3","Evening Grosbeak",10,0,0,0,0,0,20,0,40,30,"PlantSeed","Ref_15","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_27",1,"Jessica",0,57.3,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Calcarius","lapponicus","Lapland Longspur",5360,"Calcarius lapponicus",12505,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Lapland Longspur",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_22","A","Jennifer",0,0,70,10,20,0,0,0,"Ref_31",1,"Christian",0,27.84,"Dunning08",1,"","",NA,NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Calcarius","ornatus","Chestnut-collared Longspur",5380,"Calcarius ornatus",12507,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Chestnut-collared Longspur",40,0,0,0,0,0,0,0,60,0,"PlantSeed","Ref_22","A","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,20.3,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Calcarius","pictus","Smith's Longspur",5370,"Calcarius pictus",12506,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Smith's Longspur",50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_22","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_31",1,"Christian",0,26.66,"Dunning08",1,"","",NA,NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Plectrophenax","nivalis","Snow Bunting",5340,"Plectrophenax nivalis",12508,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Snow Bunting",30,0,0,0,0,0,0,0,0,70,"PlantSeed","Ref_22","A","Jennifer",0,0,90,10,0,0,0,0,"Ref_31",1,"Christian",0,42.2,"Dunning08",1,"","",NA,NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Seiurus","aurocapilla","Ovenbird",6740,"Seiurus aurocapilla",12724,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Ovenbird",70,0,10,0,0,0,10,0,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_29",1,"Jessica",0,18.8,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Helmitheros","vermivorum","Worm-eating Warbler",6390,"Helmitheros vermivorum",12722,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Worm-eating Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,30,70,0,0,0,"Ref_29",1,"Jessica",0,14.16,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Vermivora","chrysoptera","Golden-winged Warbler",6420,"Vermivora chrysoptera",12669,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Golden-winged Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_29",1,"Jessica",0,8.74,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Mniotilta","varia","Black-and-white Warbler",6360,"Mniotilta varia",12719,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Black-and-white Warbler",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,60,20,0,0,"Ref_29",1,"Jessica",0,10.9,"Dunning08",1,"","",NA,"neotrop","bark glean","insectivore","Insectivore: bark gleaner"
"Protonotaria","citrea","Prothonotary Warbler",6370,"Protonotaria citrea",12721,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Prothonotary Warbler",70,0,0,0,0,0,10,10,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_29",1,"Jessica",0,14.3,"Dunning08",1,"","",NA,"neotrop","bark glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Limnothlypis","swainsonii","Swainson's Warbler",6380,"Limnothlypis swainsonii",12723,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Swainson's Warbler",90,0,10,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,50,50,0,0,0,0,"Ref_29",1,"Jessica",0,18.9,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Oporornis","agilis","Connecticut Warbler",6780,"Oporornis agilis",12729,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Connecticut Warbler",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_29",1,"Jessica",0,13.3,"Dunning08",1,"","",NA,"neotrop","ground glean","insectivore","Insectivore: ground gleaner"
"Geothlypis","trichas","Common Yellowthroat",6810,"Geothlypis trichas",12733,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Common Yellowthroat",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,80,20,0,0,0,"Ref_29",1,"Jessica",0,9.54,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Setophaga","ruticilla","American Redstart",6870,"Setophaga ruticilla",12720,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","American Redstart",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,80,20,0,0,"Ref_29",1,"Jessica",0,8.24,"Dunning08",1,"","",NA,"neotrop","hover/glean","insectivore","Insectivore: air hawker under canopy"
"Cardellina","rubrifrons","Red-faced Warbler",6900,"Cardellina rubrifrons",12754,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Red-faced Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,0,100,0,0,0,"Ref_29",1,"Jessica",0,8.1,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Myioborus","pictus","Painted Redstart",6880,"Myioborus pictus",12757,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Painted Redstart",80,0,0,0,0,0,0,20,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,100,0,0,0,0,"Ref_29",1,"Jessica",0,9.79,"Dunning08",1,"","",NA,"neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Icteria","virens","Yellow-breasted Chat",6830,"Icteria virens",12799,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Yellow-breasted Chat",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,100,0,0,0,0,"Ref_29",1,"Jessica",0,24.89,"Dunning08",1,"","",NA,"neotrop","foliage glean","insct/om","Insectivore: lower canopy foliage gleaner"
"Arremonops","rufivirgatus","Olive Sparrow",5860,"Arremonops rufivirgatus",12618,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Olive Sparrow",40,0,0,0,0,0,20,0,0,40,"Omnivore","Ref_22","A","Jennifer",0,0,80,20,0,0,0,0,"Ref_31",1,"Christian",0,22.43,"Dunning08",1,"","",NA,NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Pipilo","chlorurus","Green-tailed Towhee",5900,"Pipilo chlorurus",12596,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Green-tailed Towhee",40,0,0,0,0,0,20,0,40,0,"Omnivore","Ref_22","A","Jennifer",0,0,70,30,0,0,0,0,"Ref_31",1,"Christian",0,29.4,"Dunning08",1,"","",NA,"neotrop","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Pipilo","maculatus","Spotted Towhee",5880,"Pipilo maculatus",12601,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Spotted Towhee",50,0,0,0,0,0,20,0,30,0,"Omnivore","Ref_22","A","Jennifer",0,0,70,30,0,0,0,0,"Ref_31",1,"Christian",0,39.28,"Dunning08",1,"","",NA,"short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
