"genus","species","english_common_name","aou","binomial","SpecID","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","Scientific","migclass","Foraging","Coarse.trophic","Trophic.guild"
"Cardellina","canadensis","Canada Warbler",6860,"Cardellina canadensis",12753,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,60,40,0,0,0,"Ref_29",1,"Jessica",0,10.04,"Dunning08",1,"","","Wilsonia canadensis","neotrop","hover/glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Cardellina","pusilla","Wilson's Warbler",6850,"Cardellina pusilla",12752,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,80,0,0,0,0,0,10,10,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_29",1,"Jessica",0,6.96,"Dunning08",1,"","","Wilsonia pusilla","neotrop","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
"Melozone","fusca","Canyon Towhee",5910,"Melozone fusca",12605,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3",NA,20,0,0,0,0,0,0,0,80,0,"PlantSeed","Ref_22","A","Jennifer",0,0,50,30,20,0,0,0,"Ref_31",1,"Christian",0,44.4,"Dunning08",1,"","","Pipilo fuscus","resid","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Melozone","crissalis","California Towhee",5911,"Melozone crissalis",12607,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3",NA,20,0,0,0,0,0,10,0,60,10,"PlantSeed","Ref_22","A","Jennifer",0,0,50,30,20,0,0,0,"Ref_31",1,"Christian",0,52.83,"Dunning08",1,"","","Pipilo crissalis","resid","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Melozone","aberti","Abert's Towhee",5920,"Melozone aberti",12608,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3",NA,80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_22","A","Jennifer",0,0,70,30,0,0,0,0,"Ref_31",1,"Christian",0,45.93,"Dunning08",1,"","","Pipilo aberti","resid","ground glean","insct/om","Insectivore: ground gleaner"
"Peucaea","carpalis","Rufous-winged Sparrow",5790,"Peucaea carpalis",12587,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3",NA,20,0,0,0,0,0,0,0,80,0,"PlantSeed","Ref_22","A","Jennifer",0,0,60,20,20,0,0,0,"Ref_31",1,"Christian",0,15.3,"Dunning08",1,"","","Aimophila carpalis",NA,NA,NA,"Granivore: ground to undergrowth gleaner"
"Peucaea","botterii","Botteri's Sparrow",5760,"Peucaea botterii",12585,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3",NA,80,0,0,0,0,0,0,0,20,0,"Invertebrate","Ref_17","B","Jennifer",0,0,70,30,0,0,0,0,"Ref_31",1,"Christian",0,19.9,"Dunning08",1,"","","Aimophila botterii",NA,NA,NA,"Insectivore: ground gleaner"
"Peucaea","cassinii","Cassin's Sparrow",5780,"Peucaea cassinii",12586,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3",NA,60,0,0,0,0,0,0,0,30,10,"Invertebrate","Ref_17","A","Jennifer",0,0,70,30,0,0,0,0,"Ref_31",1,"Christian",0,18.9,"Dunning08",1,"","","Aimophila cassinii","short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Peucaea","aestivalis","Bachman's Sparrow",5750,"Peucaea aestivalis",12584,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3",NA,60,0,0,0,0,0,0,0,40,0,"Invertebrate","Ref_22","A","Jennifer",0,0,70,30,0,0,0,0,"Ref_31",1,"Christian",0,19.56,"Dunning08",1,"","","Aimophila aestivalis","short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Spizelloides","arborea","American Tree Sparrow",5590,"Spizelloides arborea",12559,"Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3",NA,50,0,0,0,0,0,0,0,50,0,"Omnivore","Ref_17","A","Jennifer",0,0,60,20,20,0,0,0,"Ref_31",1,"Christian",0,17.83,"Dunning08",1,"","","Spizella arborea","short","ground glean","insct/om","Granivore: ground to undergrowth gleaner"
"Setophaga","coronata","Yellow-rumped Warbler",6550,"Setophaga coronata",12692,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3",NA,70,0,0,0,0,0,10,10,10,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_29",1,"Jessica",0,11.94,"Dunning08",1,"","","Dendroica coronata","short","foliage glean","insectivore","Insectivore: lower canopy foliage gleaner"
